Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
3801,145510,02.08.2013 01:30,"SPITALUL JUDETEAN DE URGENTA""DR. CONSTANTIN OPRIS"" BAIA MARE",3694594,Maramures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"12,209,862.00",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
3802,145448,02.08.2013 01:30,SPITALUL JUDETEAN DE URGENTA ALEXANDRIA,4253650,Teleorman,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"7,472,341.90",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
3803,145480,02.08.2013 01:30,Regia Autonoma Exploatarea Domeniului Public si Privat Constanta,RO 2746784,Constanta,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"911,199.75",RON,Offline,DA,NU,39122100-4,Dulapuri (Rev.2)
3804,145395,02.08.2013 01:30,Regia Autonoma Administratia Patrimoniului Protocolului de Stat Bucuresti,RO 2351555,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"14,000,000.00",RON,Offline,DA,NU,30210000-4,Masini de procesare a datelor (hardware) (Rev.2)
3805,145451,02.08.2013 01:30,COMUNA CANDESTI,15676397,Botosani,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,300,000.00",RON,Offline,DA,DA,66113000-5,Servicii de acordare de credit (Rev.2)
3806,145443,02.08.2013 01:30,"Institutul de Diabet, Nutritie si Boli Metabolice ""Prof. dr. N. C. Paulescu""",4204151,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,632,000.00",RON,Offline,DA,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
3807,145482,02.08.2013 01:30,COMUNA ROMA,3372114,Botosani,Servicii,NU,Negociere,Pretul cel mai scazut,"800,000.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
3808,145439,02.08.2013 01:30,COMUNA BENESAT,4291670,Salaj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,284,647.00",RON,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
3809,145489,02.08.2013 09:57,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"787,942.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
3810,145499,02.08.2013 09:58,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"24,200.00",RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
3811,145484,02.08.2013 09:59,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"401,240.00",RON,Offline,NU,NU,50411000-9,Servicii de reparare si de intretinere a aparatelor de masurare (Rev.2)
3812,145516,02.08.2013 10:03,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"325,982.50",RON,Offline,NU,NU,90910000-9,Servicii de curatenie (Rev.2)
3813,145496,02.08.2013 10:04,CONPET SA PLOIESTI,RO 1350020,Prahova,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"1,096,735.00",RON,Offline,NU,NU,45231113-0,Lucrari de inlocuire a conductelor (Rev.2)
3814,145497,02.08.2013 10:04,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"16,433.00",RON,Online,NU,NU,42675100-9,Piese pentru ferastraie cu lant (Rev.2)
3815,145500,02.08.2013 10:05,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"18,000.00",RON,Offline,NU,NU,14212300-3,Piatra de cariera si concasata (Rev.2)
3816,145501,02.08.2013 10:05,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,840.00",RON,Offline,NU,NU,39812100-8,Produse de intretinere a podelelor (Rev.2)
3817,145511,02.08.2013 10:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"267,686.00",RON,Offline,NU,NU,18110000-3,Imbracaminte de uz profesional (Rev.2)
3818,145509,02.08.2013 10:06,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"67,536.00",EUR,Online,NU,NU,15711000-5,Hrana pentru pesti (Rev.2)
3819,145512,02.08.2013 10:07,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"361,290.00",RON,Online,NU,NU,16800000-3,Piese pentru utilaje agricole si forestiere (Rev.2)
3820,145485,02.08.2013 10:08,DIRECTIA GENERALA LOGISTICA,4267060,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"142,410.00",RON,Offline,NU,NU,34351100-3,Pneuri pentru autovehicule (Rev.2)
3821,145491,02.08.2013 10:42,SPITALUL DE PSIHIATRIE SI PENTRU MASURI DE SIGURANTA PADURENI GRAJDURI,11732192,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"395,934.22",RON,Online,NU,NU,33690000-3,Diverse medicamente (Rev.2)
3822,145486,02.08.2013 10:46,STATIUNEA DE CERCETARE-DEZVOLTARE AGRICOLA SIMNIC-CRAIOVA,3078896,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"561,000.00",RON,Offline,NU,NU,24440000-0,Diverse tipuri de ingrasaminte (Rev.2)
3823,145483,02.08.2013 10:47,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"14,300.00",RON,Offline,NU,NU,72225000-8,Servicii de evaluare si de analiza a asigurarii calitatii sistemelor (Rev.2)
3824,145498,02.08.2013 10:49,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"6,971.20",RON,Offline,NU,NU,31340000-1,"Accesorii de cablu, izolate (Rev.2)"
3825,145533,02.08.2013 13:54,Consiliul Judetean Buzau,3662495,Buzau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"350,024.07",RON,Online,NU,NU,43200000-5,"Utilaje pentru terasamente, utilaje de excavare si piese ale acestora (Rev.2)"
3826,145524,02.08.2013 13:57,SPITALUL CLINIC DR. C. I. PARHON,4540895,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"101,256.50",RON,Online,NU,NU,18424300-0,Manusi de unica folosinta (Rev.2)
3827,145544,02.08.2013 13:58,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"12,599.00",RON,Offline,NU,NU,31519100-8,Lampi cu incandescenta (Rev.2)
3828,145521,02.08.2013 14:17,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"50,000.00",RON,Offline,NU,NU,33141623-3,Truse de prim ajutor (Rev.2)
3829,145525,02.08.2013 14:18,MUNICIPIUL BRAD (PRIMARIA MUNICIPIULUI BRAD),4374962,Hunedoara,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"5,844,334.00",RON,Offline,NU,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
3830,145531,02.08.2013 14:19,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"12,000.00",RON,Offline,NU,NU,34300000-0,Piese si accesorii pentru vehicule si pentru motoare de vehicule (Rev.2)
3831,145487,03.08.2013 01:30,DRUMURI SI PRESTARI CONSTRUCTII S.A. SIBIU,RO 3097146,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,534,976.69",RON,Offline,DA,NU,14212200-2,Agregate (Rev.2)
3832,145515,03.08.2013 01:30,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,14751237,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"661,000.00",RON,Offline,DA,NU,71621000-7,Servicii de analiza sau consultanta tehnica (Rev.2)
3833,145547,03.08.2013 01:30,JUDETUL SALAJ,4494764,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,335,818.88",RON,Offline,DA,NU,15811300-9,Cornuri (Rev.2)
3834,145504,03.08.2013 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA CLUJ,4288080,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,458,450.00",RON,Online,DA,NU,33124131-2,Benzi reactive (Rev.2)
3835,145536,03.08.2013 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"834,984.00",RON,Offline,DA,NU,71322500-6,Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)
3836,145505,03.08.2013 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"896,801.55",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
3837,145508,03.08.2013 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"763,756.68",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
3838,145527,03.08.2013 01:30,"MINISTERUL MUNCII , FAMILIEI, PROTECTIEI SOCIALE SI PERSOANELOR VARSTNICE",4266669,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"23,287,545.82",RON,Offline,DA,DA,79412000-5,Servicii de consultanta in gestiune financiara (Rev.2)
3839,145522,03.08.2013 01:30,Institutul Regional de Oncologie Iasi,29067408,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,977,347.65",RON,Offline,DA,NU,33696300-8,Reactivi chimici (Rev.2)
3840,145507,03.08.2013 01:30,Ministerul Agriculturii si Dezvoltarii Rurale,4221187,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"709,600.00",RON,Offline,DA,DA,72314000-9,Servicii de colectare si de colationare de date (Rev.2)
3841,145503,03.08.2013 01:30,Municipiul Iasi,4541580,Iasi,Servicii,NU,Licitatie restransa,Pretul cel mai scazut,"3,722,400.00",RON,Offline,DA,NU,72000000-5,"Servicii IT: consultanta, dezvoltare de software, internet si asistenta (Rev.2)"
3842,145490,03.08.2013 01:30,Spitalul Judetean de Urgenta Tulcea,4026712,Tulcea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,534,888.44",RON,Online,DA,NU,33621400-3,Substituenti de plasma sanguina si solutii pentru perfuzii (Rev.2)
3843,145502,03.08.2013 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"6,054,973.00",RON,Offline,DA,NU,18831000-3,Incaltaminte cu varf de protectie de metal (Rev.2)
3844,145529,03.08.2013 01:30,"MINISTERUL MUNCII , FAMILIEI, PROTECTIEI SOCIALE SI PERSOANELOR VARSTNICE",4266669,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,200,000.00",RON,Offline,DA,DA,79952000-2,Servicii pentru evenimente (Rev.2)
3845,145528,03.08.2013 01:30,SECTOR 3 (PRIMARIA SECTOR 3 BUCURESTI),4420465,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"48,748,433.16",RON,Offline,DA,NU,71200000-0,Servicii de arhitectura si servicii conexe (Rev.2)
3846,145557,05.08.2013 09:13,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"274,193.54",RON,Offline,NU,DA,71319000-7,Servicii de expertiza (Rev.2)
3847,145564,05.08.2013 09:21,SPITALUL MUNICIPAL CARACAL,4395086,Olt,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"155,471.40",RON,Online,NU,NU,33610000-9,Medicamente pentru tractul digestiv si metabolism (Rev.2)
3848,145532,05.08.2013 09:30,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"105,072.20",RON,Offline,NU,NU,34946000-0,Materiale si articole de constructii feroviare (Rev.2)
3849,145554,05.08.2013 09:31,CONSILIUL JUDETEAN DOLJ,4417150,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"412,339.00",RON,Offline,NU,NU,33100000-1,Echipamente medicale (Rev.2)
3850,145550,05.08.2013 09:36,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"5,440.00",RON,Offline,NU,NU,50312000-5,Repararea si intretinerea echipamentului informatic (Rev.2)
3851,145563,05.08.2013 09:36,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"72,475.87",EUR,Online,NU,NU,30125100-2,Cartuse de toner (Rev.2)
3852,145553,05.08.2013 10:11,Ministerul Afacerilor Externe,4266863,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"453,285.41",RON,Offline,NU,NU,64200000-8,Servicii de telecomunicatii (Rev.2)
3853,145520,05.08.2013 10:13,Filiala de Intretinere si Servicii Energetice ELECTRICA SERV -S.A.,RO 17329505,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"505,908.00",RON,Offline,NU,NU,31173000-9,Transformator de masurare (Rev.2)
3854,145559,05.08.2013 10:14,E. ON MOLDOVA DISTRIBUTIE S.A.,RO 14493197,Iasi,Servicii,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"407,681.00",RON,Offline,NU,NU,71323100-9,Servicii de proiectare a sistemelor de energie electrica (Rev.2)
3855,145562,05.08.2013 10:15,APA NOVA BUCURESTI,RO 12276949,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"400,000.00",RON,Offline,NU,NU,71313410-2,Evaluare a riscurilor sau a pericolelor pentru constructii (Rev.2)
3856,145560,05.08.2013 10:17,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"6,124,880.00",RON,Offline,NU,NU,45210000-2,Lucrari de constructii de cladiri (Rev.2)
3857,145519,05.08.2013 10:19,SOCIETATEA NATIONALA DE INCHIDERI MINE VALEA JIULUI SA,RO30859649,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,278,750.00",RON,Offline,NU,NU,42121100-4,Cilindri hidraulici sau pneumatici (Rev.2)
3858,145514,05.08.2013 16:47,Ministerul Agriculturii si Dezvoltarii Rurale,4221187,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"242,484.00",RON,Offline,NU,DA,38221000-0,Sisteme Informationale Geografice (GIS sau echivalent) (Rev.2)
3859,145565,05.08.2013 17:23,Universitatea de Stiinte Agricole si Medicina Veterinara Cluj Napoca,4288381,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"125,500.00",RON,Online,NU,DA,33696600-1,Reactivi pentru electroforeza (Rev.2)
3860,145575,05.08.2013 17:24,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"30,000.00",RON,Online,NU,NU,35113400-3,Imbracaminte de protectie si de securitate (Rev.2)
3861,145526,06.08.2013 01:30,SPITALUL JUDETEAN DE URGENTA TARGOVISTE,4206845,Dambovita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"726,163.00",RON,Offline,DA,NU,33692800-5,Solutii de dializa (Rev.2)
3862,145602,06.08.2013 01:30,Agentia pentru Finantarea Investitiilor Rurale,13533790,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"18,550,677.96",RON,Offline,DA,DA,72212331-8,Servicii de dezvoltare de software pentru gestionarea proiectelor (Rev.2)
3863,145540,06.08.2013 01:30,"Spitalul Clinic de Urgenta pentru Copii ""Grigore Alexandrescu""",4284134,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"684,900.00",RON,Offline,DA,NU,50422000-9,Servicii de reparare si de intretinere a echipamentului chirurgical (Rev.2)
3864,145543,06.08.2013 01:30,"Spitalul Clinic de Urgenta pentru Copii ""Grigore Alexandrescu""",4284134,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"295,100.00",RON,Offline,DA,NU,32354110-3,Filme pentru radiografii (Rev.2)
3865,145556,06.08.2013 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"2,914,284.00",RON,Online,DA,DA,79952000-2,Servicii pentru evenimente (Rev.2)
3866,145518,06.08.2013 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,558,440.00",RON,Offline,DA,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
3867,145538,06.08.2013 01:30,MUNICIPIUL ALBA IULIA,4562923,Alba,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"39,163,664.00",RON,Offline,DA,NU,45233120-6,Lucrari de constructii de drumuri (Rev.2)
3868,145534,06.08.2013 01:30,"SPITALUL JUDETEAN ""DR.FOGOLYAN KRISTOF""SFANTU GHEORGHE",4202010,Covasna,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"40,492.10",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
3869,145545,06.08.2013 01:30,Spitalul General C.F. nr. 2 Bucuresti,4505316,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,961,315.50",RON,Offline,DA,NU,33171100-0,Instrumente pentru anestezie (Rev.2)
3870,145552,06.08.2013 01:30,Unitatea Executiva Pentru Finantarea Invatamintului Superior Si A Cercetarii Dezvoltarii si Inovarii,12354176,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"645,000.00",RON,Offline,DA,DA,72212190-7,Servicii de dezvoltare de software educational (Rev.2)
3871,145586,06.08.2013 01:30,DIRECTIA GENERALA REGIONALA A FINANTELOR PUBLICE PRAHOVA,RO 2844936,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"588,000.00",RON,Offline,DA,NU,39162110-9,Rechizite scolare (Rev.2)
3872,145535,06.08.2013 01:30,Orasul Sebis (Primaria),3518970,Arad,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,714,835.10",RON,Offline,DA,NU,44113120-2,Dale de pavare (Rev.2)
3873,145548,06.08.2013 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA SF.SPIRIDON IASI,4701312,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,970,290.80",RON,Offline,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
3874,145549,06.08.2013 01:30,"Spitalul Clinic de Urgenta pentru Copii ""Sf.Maria"" Iasi",4701339,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"868,464.60",RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
3875,145551,06.08.2013 01:30,Unitatea Executiva Pentru Finantarea Invatamintului Superior Si A Cercetarii Dezvoltarii si Inovarii,12354176,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"885,000.00",RON,Offline,DA,DA,72212780-0,"Servicii de dezvoltare de software pentru managementul sistemelor, al stocarii si al continutului (Rev.2)"
3876,145542,06.08.2013 01:30,MUNICIPIUL BACAU,R4278337,Bacau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"1,600,000.00",RON,Online,DA,NU,50232100-1,Servicii de intretinere a iluminatului public (Rev.2)
3877,145539,06.08.2013 01:30,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"601,345.00",RON,Offline,DA,NU,33651520-9,Imunoglobuline (Rev.2)
3878,145530,06.08.2013 01:30,JUDETUL BOTOSANI,3372955,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,001,601.76",RON,Offline,DA,NU,15500000-3,Produse lactate (Rev.2)
3879,145523,06.08.2013 01:30,CONSILIUL JUDETEAN DOLJ,4417150,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"7,532,976.00",RON,Offline,DA,NU,15500000-3,Produse lactate (Rev.2)
3880,145588,06.08.2013 01:30,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"860,856.00",RON,Offline,DA,NU,39141000-2,Mobilier si echipament de bucatarie (Rev.2)
3881,145546,06.08.2013 01:30,Municipiul Timisoara,14756536,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,470,060.00",RON,Offline,DA,NU,03220000-9,"Legume, fructe si fructe cu coaja (Rev.2)"
3882,145561,06.08.2013 01:30,CONSILIUL JUDETEAN SUCEAVA,4244512,Suceava,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"26,779,490.00",RON,Offline,DA,DA,45212314-0,Lucrari de constructii de monumente istorice sau memoriale (Rev.2)
3883,145541,06.08.2013 01:30,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"3,455,960.00",RON,Offline,DA,NU,50222000-7,Servicii de reparare si de intretinere a materialului rulant (Rev.2)
3884,145569,06.08.2013 09:33,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"398,560.00",RON,Offline,NU,NU,50411000-9,Servicii de reparare si de intretinere a aparatelor de masurare (Rev.2)
3885,145581,06.08.2013 09:35,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"149,930.00",RON,Offline,NU,NU,76110000-7,Servicii privind extractia gazelor (Rev.2)
3886,145582,06.08.2013 09:36,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"30,586.00",RON,Offline,NU,NU,50531400-0,Servicii de reparare si de intretinere a macaralelor (Rev.2)
3887,145606,06.08.2013 09:36,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"31,500.00",RON,Offline,NU,NU,34311110-4,Motoare cu aprindere prin scanteie (Rev.2)
3888,145607,06.08.2013 09:53,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"18,000.00",RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
3889,145608,06.08.2013 09:53,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,187,000.00",RON,Offline,NU,NU,71354300-7,Servicii de cadastru (Rev.2)
3890,145568,06.08.2013 09:58,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"47,330.00",RON,Online,NU,NU,33696200-7,Reactivi pentru analize de sange (Rev.2)
3891,145596,06.08.2013 10:11,E-ON DISTRIBUTIE ROMANIA S.A.,RO10976687,Mures,Furnizare,DA,Negociere,Pretul cel mai scazut,"1,296,900.00",RON,Offline,NU,NU,30192160-0,Corectoare (Rev.2)
3892,145598,06.08.2013 10:18,COMPANIA DE APA S.A. BUZAU,RO 22987337,Buzau,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"258,000.00",RON,Online,NU,NU,42122130-0,Pompe de apa (Rev.2)
3893,145573,06.08.2013 10:20,S.C. DALKIA TERMO PRAHOVA S.R.L.,RO16372612,Prahova,Furnizare,DA,Negociere,Pretul cel mai scazut,"1,100,000.00",RON,Offline,NU,NU,44163160-9,Conducte de distributie si accesorii (Rev.2)
3894,145570,06.08.2013 10:28,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"25,000.00",RON,Offline,NU,NU,50531400-0,Servicii de reparare si de intretinere a macaralelor (Rev.2)
3895,145571,06.08.2013 10:29,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"298,070.28",RON,Offline,NU,NU,50530000-9,Servicii de reparare si de intretinere a masinilor (Rev.2)
3896,145600,06.08.2013 10:30,Societatea Comerciala  COMPLEXUL ENERGETIC OLTENIA SA,RO 30267310,Gorj,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"157,338.00",RON,Offline,NU,NU,50532400-7,Servicii de reparare si de intretinere a echipamentului de distributie electrica (Rev.2)
3897,145603,06.08.2013 10:31,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"879,707.00",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
3898,145604,06.08.2013 10:33,SOCIETATEA NATIONALA A HUILEI SA,RO31023705,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"545,201.61",RON,Offline,NU,NU,43613100-4,Piese pentru haveze de carbune (Rev.2)
3899,145624,06.08.2013 15:02,Universitatea de Medicina si Farmacie,4322742,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"233,648.96",RON,Offline,NU,DA,30211400-5,Configuratii informatice (Rev.2)
3900,145593,07.08.2013 01:30,Banca Nationala a Romaniei,R 361684,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,692,257.00",RON,Offline,DA,NU,30125100-2,Cartuse de toner (Rev.2)
3901,145585,07.08.2013 01:30,INSTITUTUL CLINIC FUNDENI,RO 4204003,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"4,051,200.00",RON,Online,DA,NU,90524400-0,"Servicii de colectare, de transport si de eliminare a deseurilor spitalicesti (Rev.2)"
