Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
4806,123077,09.06.2011 15:22,"Spitalul Municipal "" DR. AUREL TULBURE"" Fagaras",4384389,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"138,117.50",RON,Online,NU,NU,33181520-3,Consumabile pentru dializa renala (Rev.2)
4807,123220,09.06.2011 15:30,Electrocentrale Bucuresti S.A.,RO 15189596,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"198,000.00",RON,Offline,NU,NU,71319000-7,Servicii de expertiza (Rev.2)
4808,123309,09.06.2011 15:54,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"367,960.50",RON,Offline,NU,NU,19512000-8,Articole de cauciuc nevulcanizat (Rev.2)
4809,123259,09.06.2011 16:05,MINISTERUL APARARII - UNITATEA MILITARA 02417 FOCSANI,4297584,Vrancea,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"130,888.60",RON,Offline,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
4810,123310,09.06.2011 16:09,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"1,495,090.00",RON,Offline,NU,NU,45112360-6,Lucrari de reabilitare a terenului (Rev.2)
4811,123260,09.06.2011 16:14,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"16,460.40",RON,Offline,NU,NU,33141000-0,Consumabile medicale nechimice de unica folosinta si consumabile hematologice (Rev.2)
4812,123262,09.06.2011 16:27,"Universitatea de Medicina si Farmacie ""Iuliu Hatieganu"" Cluj-Napoca",4288047,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"96,075.00",RON,Online,NU,NU,33124110-9,Sisteme de diagnosticare (Rev.2)
4813,123392,09.06.2011 16:49,Societatea Nationala de Transport Gaze Naturale TRANSGAZ SA Medias,RO13068733,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,035,000.00",RON,Offline,NU,NU,60182000-7,Inchiriere de vehicule industriale cu sofer (Rev.2)
4814,123217,09.06.2011 16:53,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Bistrita-Nasaud,4347801,Bistrita-Nasaud,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"157,459.10",RON,Online,NU,NU,33694000-1,Agenti diagnostici (Rev.2)
4815,123340,09.06.2011 16:56,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"218,000.00",RON,Offline,NU,NU,43140000-6,Suporturi miniere mobile cu comanda hidraulica (Rev.2)
4816,123393,09.06.2011 16:58,BIROUL ROMAN DE METROLOGIE LEGALA,RO 4283376,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"171,774.19",RON,Offline,NU,NU,38424000-3,Echipament de masurare si de control (Rev.2)
4817,123219,09.06.2011 17:01,HIDROELECTRICA SA,RO 13267213,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"99,772.00",RON,Offline,NU,NU,45400000-1,Lucrari de finisare a constructiilor (Rev.2)
4818,123221,09.06.2011 17:02,JUDETUL MARAMURES (CONSILIUL JUDETEAN MARAMURES),3627315,Maramures,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"300,000.00",RON,Offline,NU,DA,79311100-8,Servicii de elaborare de studii (Rev.2)
4819,123363,09.06.2011 17:29,"Institutul National de Cercetare Dezvoltare pentru Fizica si Inginerie Nucleara ""Horia Hulubei""",R 3321234,Ilfov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"25,260.00",RON,Online,NU,NU,38432000-2,Aparate de analiza (Rev.2)
4820,123365,09.06.2011 17:47,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"397,500.00",RON,Online,NU,NU,33692800-5,Solutii de dializa (Rev.2)
4821,123368,09.06.2011 18:14,Spitalul Clinic Judetean de Urgenta Craiova,5002142,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"37,200.00",RON,Online,NU,NU,09344000-2,Radioizotopi (Rev.2)
4822,123341,10.06.2011 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"10,721,483.20",RON,Offline,DA,NU,33630000-5,Medicamente utilizate in dermatologie si pentru sistemul musculo-scheletic (Rev.2)
4823,123367,10.06.2011 01:30,Spitalul Clinic de Urgenta pentru Copii Louis Turcanu,4548538,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,093,163.20",RON,Offline,DA,NU,33651520-9,Imunoglobuline (Rev.2)
4824,123288,10.06.2011 01:30,ENEL DISTRIBUTIE MUNTENIA S.A.,RO 14507322,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,812,164.00",RON,Offline,DA,NU,50720000-8,Servicii de reparare si de intretinere a incalzirii centrale (Rev.2)
4825,123337,10.06.2011 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,613,650.70",RON,Online,DA,NU,33652000-5,Antineoplazice si imunomodulatoare (Rev.2)
4826,123359,10.06.2011 01:30,AGENTIA DE PLATI SI INTERVENTIE PENTRU AGRICULTURA,16517187,Bucuresti,Servicii,NU,Licitatie restransa accelerata,Pretul cel mai scazut,"168,000.00",EUR,Offline,DA,NU,72267000-4,Servicii de intretinere si reparatii de software (Rev.2)
4827,123659,10.06.2011 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"726,212,274.82",RON,Offline,DA,DA,45233110-3,Lucrari de constructii de autostrazi (Rev.2)
4828,123071,10.06.2011 01:30,Municipiul Cluj-Napoca,4305857,Cluj,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"2,022,848.00",RON,Offline,DA,NU,45453000-7,Lucrari de reparatii generale si de renovare (Rev.2)
4829,123296,10.06.2011 01:30,SC PAM-SA SRL,1054122,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"715,217.00",RON,Offline,DA,DA,42642100-9,Masini-unelte pentru prelucrarea lemnului (Rev.2)
4830,123196,10.06.2011 01:30,JUDETUL SIBIU,4406223,Sibiu,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"756,000.00",RON,Offline,DA,NU,71300000-1,Servicii de inginerie (Rev.2)
4831,123678,10.06.2011 01:30,INSPECTORATUL GENERAL AL POLITIEI DE FRONTIERA,4193222,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"500,000.00",EUR,Offline,DA,DA,16700000-2,Tractoare (Rev.2)
4832,123705,10.06.2011 01:30,INSPECTORATUL GENERAL AL POLITIEI DE FRONTIERA,4193222,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"320,000.00",EUR,Offline,DA,DA,42111100-1,Motoare suspendate pentru propulsia navelor (Rev.2)
4833,123252,10.06.2011 01:30,SPITALUL JUDETEAN DE URGENTA PLOIESTI,2844545,Prahova,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"804,600.00",RON,Online,DA,NU,32354100-0,Filme pentru radiologii (Rev.2)
4834,123230,10.06.2011 01:30,R.N.P. Romsilva Administratia Parcului Natural Lunca Muresului RA,RO25645525,Arad,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"767,000.00",RON,Offline,DA,DA,90714100-6,Sisteme de informare in domeniul mediului (Rev.2)
4835,123354,10.06.2011 01:30,APA NOVA BUCURESTI,RO 12276949,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"2,428,120.00",RON,Offline,DA,NU,44162500-8,Conducte de apa potabila (Rev.2)
4836,123784,10.06.2011 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"256,341,242.06",RON,Offline,DA,DA,45233130-9,Lucrari de constructii de drumuri nationale (Rev.2)
4837,123306,10.06.2011 01:30,Institutul de Biologie si Patologie Celulara '' Nicolae Simionescu'',4364268,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,430,000.00",RON,Offline,DA,DA,38433000-9,Spectrometre (Rev.2)
4838,123699,10.06.2011 01:30,S.C RAJA S.A CONSTANTA,r1890420,Constanta,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"48,271,684.00",RON,Offline,DA,DA,45232150-8,Lucrari pentru conducte de alimentare cu apa (Rev.2)
4839,123300,10.06.2011 01:30,PAM HARD WOOD SRL,27121322,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"746,725.00",RON,Offline,DA,DA,34134100-6,Camioane cu platforma (Rev.2)
4840,123301,10.06.2011 01:30,MITMAVIS FOREST SRL,27156797,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"746,725.00",RON,Offline,DA,DA,34134100-6,Camioane cu platforma (Rev.2)
4841,123352,10.06.2011 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,122,188.40",RON,Offline,DA,NU,33696400-9,Reactivi izotopici (Rev.2)
4842,123769,10.06.2011 01:30,CONSILIUL JUDETEAN CONSTANTA,2981739,Constanta,Servicii,NU,Negociere accelerata,Oferta cea mai avantajoasa d.p.d.v. economic,"3,400,000.00",EUR,Offline,DA,NU,66113000-5,Servicii de acordare de credit (Rev.2)
4843,123364,10.06.2011 01:30,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,699,992.00",RON,Offline,DA,NU,90910000-9,Servicii de curatenie (Rev.2)
4844,123273,10.06.2011 01:30,Serviciul de Telecomunicatii Speciale - U.M. 0319 Bucuresti,RO14142897,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,463,092.00",RON,Offline,DA,NU,32570000-9,Echipament de comunicatii (Rev.2)
4845,123771,10.06.2011 01:30,COMUNA CRANGURILE,4402639,Dambovita,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"541,662.00",RON,Offline,DA,DA,79418000-7,Servicii de consultanta in domeniul achizitiilor (Rev.2)
4846,123299,10.06.2011 01:30,INSPECTORATUL DE POLITIE AL JUDETULUI SIBIU,4306941,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,731,799.00",EUR,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4847,123785,10.06.2011 01:30,INSPECTORATUL DE POLITIE AL JUDETULUI CONSTANTA,4300965,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,725,806.00",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4848,123332,10.06.2011 01:30,INSPECTORATUL DE POLITIE SALAJ,4291751,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,448,162.00",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4849,123283,10.06.2011 01:30,INSPECTORATUL DE POLITIE  JUDETEAN SUCEAVA,4244482,Suceava,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"643,500.00",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4850,123311,10.06.2011 01:30,Spitalul Clinic de Urgenta pentru Copii Louis Turcanu,4548538,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,549,982.00",RON,Offline,DA,NU,33651200-0,Antimicotice pentru uz sistemic (Rev.2)
4851,123244,10.06.2011 01:30,"SPITALUL CLINIC MUNICIPAL ""DR.GAVRIL CURTEANU""",4208463,Bihor,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,681,384.00",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
4852,123228,10.06.2011 01:30,TOTAL ELECTRIC S.R.L.,RO 1144462,Buzau,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"20,281,581.00",EUR,Offline,DA,NU,31121320-9,Turbine eoliene (Rev.2)
4853,123232,10.06.2011 01:30,Compania de  Apa Oltenia SA,RO 11400673,Dolj,Servicii,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"18,366,601.00",RON,Online,DA,NU,71356200-0,Servicii de asistenta tehnica (Rev.2)
4854,123689,10.06.2011 01:30,Ministerul Finantelor Publice,4221306,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"650,000.00",EUR,Offline,DA,NU,66110000-4,Servicii bancare (Rev.2)
4855,123353,10.06.2011 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,709,000.00",RON,Offline,DA,NU,33141320-9,Ace medicale (Rev.2)
4856,123722,10.06.2011 01:30,INSPECTORATUL GENERAL AL POLITIEI DE FRONTIERA,4193222,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"400,000.00",EUR,Offline,DA,DA,34144000-8,Autovehicule cu utilizare speciala (Rev.2)
4857,123238,10.06.2011 01:30,JUDETUL SALAJ,4494764,Salaj,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"933,333.00",RON,Offline,DA,DA,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
4858,123276,10.06.2011 01:30,JUDETUL TELEORMAN,4652686,Teleorman,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"840,336.00",RON,Offline,DA,DA,71520000-9,Servicii de supraveghere a lucrarilor (Rev.2)
4859,123266,10.06.2011 07:56,Directia Sanitara Veterinara si pentru Siguranta Alimentelor Bistrita-Nasaud,4347801,Bistrita-Nasaud,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"129,350.20",RON,Online,NU,NU,33694000-1,Agenti diagnostici (Rev.2)
4860,123373,10.06.2011 09:21,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"562,605.00",RON,Offline,NU,NU,75251110-4,Servicii de prevenire a incendiilor (Rev.2)
4861,123464,10.06.2011 09:37,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"121,166.87",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
4862,123465,10.06.2011 09:55,SOCIETATEA COMERCIALA CONVERSMIN     S.A.,RO 14923006,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"4,047,841.00",RON,Offline,NU,NU,45233140-2,Lucrari de drumuri (Rev.2)
4863,123419,10.06.2011 09:58,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Furnizare,DA,Negociere,Pretul cel mai scazut,"727,871.51",RON,Offline,NU,NU,18143000-3,Echipamente de protectie (Rev.2)
4864,123466,10.06.2011 10:07,Filiala de Distributie a Energiei Electrice  ELECTRICA  DISTRIBUTIE TRANSILVANIA NORD S.A.,RO14476722,Cluj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"111,500.00",RON,Offline,NU,NU,44423220-9,Scari pliante (Rev.2)
4865,123450,10.06.2011 11:19,CONPET SA PLOIESTI,RO 1350020,Prahova,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"110,000.00",RON,Offline,NU,NU,45231200-7,Lucrari de constructii de oleoducte si de gazoducte (Rev.2)
4866,123449,10.06.2011 11:25,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"826,000.00",RON,Offline,NU,NU,31200000-8,Aparate de distributie si control ale energiei electrice (Rev.2)
4867,123452,10.06.2011 11:32,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"210,000.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4868,123454,10.06.2011 11:34,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"298,400.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4869,123455,10.06.2011 11:35,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"614,500.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4870,123401,10.06.2011 11:41,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"52,600.00",RON,Online,NU,NU,24450000-3,Produse agrochimice (Rev.2)
4871,123832,10.06.2011 11:57,MUNICIPIUL ARAD,3519925,Arad,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,533,839.54",RON,Offline,NU,NU,45000000-7,Lucrari de constructii (Rev.2)
4872,123459,10.06.2011 12:01,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"320,000.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4873,123461,10.06.2011 12:01,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"304,690.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4874,123470,10.06.2011 12:06,SOCIETATEA COMERCIALA CEZ DISTRIBUTIE S.A.,14491102,Dolj,Lucrari,DA,Negociere,Pretul cel mai scazut,"250,000.00",RON,Offline,NU,NU,45231400-9,Lucrari de constructii de linii electrice (Rev.2)
4875,123463,10.06.2011 12:11,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"437,750.00",RON,Offline,NU,NU,50531400-0,Servicii de reparare si de intretinere a macaralelor (Rev.2)
4876,123471,10.06.2011 12:22,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"381,600.00",RON,Offline,NU,NU,16700000-2,Tractoare (Rev.2)
4877,123499,10.06.2011 13:16,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"289,029.00",RON,Offline,NU,NU,14622000-7,Otel (Rev.2)
4878,123475,10.06.2011 14:15,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"7,950,000.00",RON,Offline,NU,NU,45255500-4,Lucrari de foraj si de explorare (Rev.2)
4879,123880,10.06.2011 14:25,MUNICIPIUL ARAD,3519925,Arad,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"11,245,864.70",RON,Offline,NU,DA,45221119-9,Lucrari de constructii de renovari de poduri (Rev.2)
4880,123380,10.06.2011 14:36,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"445,833.00",RON,Offline,NU,NU,60182000-7,Inchiriere de vehicule industriale cu sofer (Rev.2)
4881,123387,10.06.2011 14:54,Autoritatea Nationala de Reglementare in Domeniul Energiei,11514848,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"75,000.00",EUR,Online,NU,NU,79311100-8,Servicii de elaborare de studii (Rev.2)
4882,123388,10.06.2011 15:05,Municipiul Timisoara,14756536,Timis,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"10,000,000.00",RON,Offline,NU,NU,45233140-2,Lucrari de drumuri (Rev.2)
4883,123405,10.06.2011 15:09,HIDROELECTRICA SA,RO 13267213,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"19,017.80",RON,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
4884,123396,11.06.2011 01:30,"Administratia Nationala ""Apele Romane"" - Administratia Bazinala de Apa Siret",RO 18264854,Bacau,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"3,400,000.00",RON,Online,DA,NU,71322000-1,Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)
4885,123513,11.06.2011 01:30,Municipiul Slobozia,4365352,Ialomita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,120,000.00",RON,Offline,DA,NU,44162500-8,Conducte de apa potabila (Rev.2)
4886,123386,11.06.2011 01:30,Spitalul Clinic de Urgenta pentru Copii Louis Turcanu,4548538,Timis,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,814,726.70",RON,Offline,DA,NU,33651100-9,Antibacterieni pentru uz sistemic (Rev.2)
4887,123462,11.06.2011 01:30,Ministerul Administratiei si Internelor - Directia Regim Permise de Conducere si Inmatriculare a Vehiculelor,17686532,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"60,102.00",RON,Offline,DA,NU,50530000-9,Servicii de reparare si de intretinere a masinilor (Rev.2)
4888,123507,11.06.2011 01:30,MUNICIPIUL BUCURESTI,4267117,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"8,290,858.00",EUR,Offline,DA,NU,45214200-2,Lucrari de constructii de institutii scolare (Rev.2)
4889,123415,11.06.2011 01:30,Ministerul Dezvoltarii Regionale si Administratiei Publice,26369185,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"21,463,671.00",RON,Offline,DA,NU,45210000-2,Lucrari de constructii de cladiri (Rev.2)
4890,123421,11.06.2011 01:30,ELECTRICA S.A.,RO  13267221,Bucuresti,Servicii,DA,Negociere,Pretul cel mai scazut,"3,300,000.00",RON,Offline,DA,NU,50332000-1,Servicii de intretinere a infrastructurilor de telecomunicatii (Rev.2)
4891,123476,11.06.2011 01:30,Compania Nationala Administratia Porturilor Dunarii Maritime SA,11776466,Galati,Furnizare,DA,Negociere,Oferta cea mai avantajoasa d.p.d.v. economic,"4,544,378.00",RON,Offline,DA,DA,34513600-2,Nave de combatere a poluarii (Rev.2)
4892,123509,11.06.2011 01:30,ACET S.A. Suceava,RO713519,Suceava,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"21,413,911.00",RON,Offline,DA,DA,45232420-2,Lucrari de constructii de statii de epurare a apelor reziduale (Rev.2)
4893,123792,11.06.2011 01:30,SECTORUL 6 AL MUNICIPIULUI BUCURESTI,4340730,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"18,146,000.00",RON,Offline,DA,NU,71320000-7,Servicii de conceptie tehnica (Rev.2)
4894,123417,11.06.2011 01:30,MICROELECTRONICA S.A.,RO 1090,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"18,000,000.00",RON,Offline,DA,DA,31712100-1,Masini si aparate microelectronice (Rev.2)
4895,123383,11.06.2011 01:30,INSPECTORATUL DE POLITIE JUDETEAN IASI,4541831,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,814,400.00",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4896,123241,11.06.2011 01:30,ADMINISTRATIA NATIONALA  APELE ROMANE  - ADMINISTRATIA BAZINALA DE APA JIU,RO 23886365,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"712,500.00",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4897,123425,11.06.2011 01:30,Inspectoratul de Politie al Judetului Giurgiu,5798621,Giurgiu,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"598,117.00",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4898,123384,11.06.2011 01:30,INSPECTORATUL DE POLITIE AL JUDETULUI CARAS-SEVERIN,3228438,Caras-Severin,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,600,000.00",RON,Offline,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
4899,123268,11.06.2011 01:30,Consiliul local al orasului Zlatna,4331031,Alba,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"33,006,410.00",RON,Offline,DA,DA,45233120-6,Lucrari de constructii de drumuri (Rev.2)
4900,123390,11.06.2011 01:30,Judetul Covasna,4201988,Covasna,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"3,002,821.00",RON,Offline,DA,DA,71541000-2,Servicii de gestionare a proiectelor de constructii (Rev.2)
4901,123510,11.06.2011 01:30,UNIVERSITATEA TEHNICA DIN CLUJ NAPOCA,4288306,Cluj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,090,000.00",RON,Offline,DA,DA,48820000-2,Servere (Rev.2)
4902,123406,11.06.2011 01:30,COMPANIA ROMANA DE AVIATIE ROMAVIA R.A.,RO 1590333,Bucuresti,Servicii,DA,Licitatie restransa,Oferta cea mai avantajoasa d.p.d.v. economic,"330,000.00",USD,Offline,DA,NU,66514140-9,Servicii de asigurare a aeronavelor (Rev.2)
4903,123798,11.06.2011 01:30,UNIVERSITATEA POLITEHNICA DIN BUCURESTI,4183199,Bucuresti,Lucrari,NU,Licitatie restransa accelerata,Pretul cel mai scazut,"100,000,000.00",RON,Offline,DA,NU,45214000-0,Lucrari de constructii de institutii de invatamant si centre de cercetare (Rev.2)
4904,123451,11.06.2011 01:30,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"3,541,943.00",RON,Offline,DA,NU,43600000-9,Piese pentru utilaje de exploatare miniera si in cariera si piese pentru masini de constructii (Rev.2)
4905,123418,11.06.2011 01:30,MICROELECTRONICA S.A.,RO 1090,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"13,000,000.00",RON,Offline,DA,DA,38000000-5,"Echipamente de laborator, optice si de precizie (cu exceptia ochelarilor) (Rev.2)"
