Nr.crt.,Numar Anunt,Data Publicare,Denumire Autoritate contractanta,CUI,Judet,Tip Contract,Utilitati,Tip Procedura,Criteriu Atribuire,Valoare Estimata,Moneda,Modalitate Desfasurare,Trimis la OJEU,Fonduri Comunitare,Cod CPV,Denumire Cod CPV
2898,135801,22.05.2012 13:59,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"456,834.00",RON,Offline,NU,NU,31321210-7,Cablu de joasa tensiune (Rev.2)
2899,135790,22.05.2012 14:12,Compania Nationala a Uraniului - S.A. Bucuresti,10254529,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"326,000.00",RON,Offline,NU,NU,03419200-2,Lemn de mina (Rev.2)
2900,135794,22.05.2012 14:13,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"212,163.00",RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
2901,135792,22.05.2012 14:20,"Universitatea de Medicina si Farmacie ""Carol Davila""",4192910,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"478,759.55",RON,Offline,NU,NU,38652120-7,Videoproiectoare (Rev.2)
2902,135812,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"979,342.50",RON,Offline,DA,NU,33696800-3,Produse de contrast pentru utilizare in radiologie (Rev.2)
2903,135806,23.05.2012 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,280,000.00",RON,Online,DA,NU,09310000-5,Electricitate (Rev.2)
2904,135771,23.05.2012 01:30,SPITALUL UNIVERSITAR DE URGENTA BUCURESTI,4283570,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"845,726.76",RON,Offline,DA,NU,24931250-6,Medii de cultura (Rev.2)
2905,135797,23.05.2012 01:30,Penitenciarul Bucuresti Rahova,RO 9941693,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,111,441.10",RON,Online,DA,NU,15811100-7,Paine (Rev.2)
2906,135803,23.05.2012 01:30,SPITALUL JUDETEAN - TR. SEVERIN,4222239,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"9,809,814.60",RON,Online,DA,NU,33610000-9,Medicamente pentru tractul digestiv si metabolism (Rev.2)
2907,135830,23.05.2012 01:30,Judetul  Mures,4322980,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,923,533.44",RON,Offline,DA,DA,33100000-1,Echipamente medicale (Rev.2)
2908,135813,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"746,100.00",RON,Offline,DA,NU,33651600-4,Vaccinuri (Rev.2)
2909,135839,23.05.2012 01:30,MONITORUL OFICIAL R.A.,RO427282,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"399,999.98",EUR,Offline,DA,NU,37823500-8,Hartie cretata si hartie artizanala (Rev.2)
2910,135730,23.05.2012 01:30,COMPANIA DE UTILITATI PUBLICE DUNAREA BRAILA,RO 7179966,Braila,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"22,910,214.00",RON,Offline,DA,DA,45000000-7,Lucrari de constructii (Rev.2)
2911,135791,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"722,233.62",RON,Offline,DA,NU,33621200-1,Antihemoragice (Rev.2)
2912,135850,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"657,693.00",RON,Offline,DA,NU,33621300-2,Preparate impotriva anemiei (Rev.2)
2913,135799,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,605,136.16",RON,Offline,DA,NU,33651000-8,Antiinfectioase generale pentru uz sistemic (Rev.2)
2914,135784,23.05.2012 01:30,TEGA S.A.,RO8670570,Covasna,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,921,500.00",RON,Offline,DA,NU,09134200-9,Motorina (Rev.2)
2915,135778,23.05.2012 01:30,SERVICIUL JUDETEAN DE AMBULANTA IALOMITA,7639762,Ialomita,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"985,928.00",RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
2916,135807,23.05.2012 01:30,SERVICIUL DE AMBULANTA JUDETEAN SIBIU,7497072,Sibiu,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,329,648.00",RON,Online,DA,NU,09134200-9,Motorina (Rev.2)
2917,135732,23.05.2012 01:30,SECOM S.A. - DROBETA TURNU SEVERIN,RO 1605884,Mehedinti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"14,641,804.00",RON,Offline,DA,DA,71356200-0,Servicii de asistenta tehnica (Rev.2)
2918,135793,23.05.2012 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"924,650.03",RON,Offline,DA,NU,60180000-3,Inchiriere de vehicule de transport de marfuri cu sofer (Rev.2)
2919,135741,23.05.2012 01:30,Consiliul Judetean Calarasi,4294030,Calarasi,Lucrari,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"47,797,256.00",RON,Offline,DA,DA,45112360-6,Lucrari de reabilitare a terenului (Rev.2)
2920,135805,23.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,244,656.54",RON,Offline,DA,NU,33661100-2,Anestezice (Rev.2)
2921,135798,23.05.2012 01:30,PENITENCIARUL CU REGIM DE MAXIMA SIGURANTA CRAIOVA,RO4553240,Dolj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"11,888.00",RON,Online,DA,NU,15898000-9,Drojdie (Rev.2)
2922,135775,23.05.2012 01:30,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"939,394.00",RON,Online,DA,NU,15711000-5,Hrana pentru pesti (Rev.2)
2923,135810,23.05.2012 01:30,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"1,810,345.00",RON,Offline,DA,NU,90910000-9,Servicii de curatenie (Rev.2)
2924,135829,23.05.2012 11:23,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"207,459.00",RON,Online,NU,NU,30125100-2,Cartuse de toner (Rev.2)
2925,135836,23.05.2012 11:45,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"116,920.00",RON,Online,NU,NU,71322300-4,Servicii de proiectare a podurilor (Rev.2)
2926,135872,23.05.2012 11:50,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"25,000.00",RON,Offline,NU,NU,71322000-1,Servicii de proiectare tehnica pentru constructia de lucrari publice (Rev.2)
2927,135888,23.05.2012 13:23,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Lucrari,NU,Licitatie deschisa,Pretul cel mai scazut,"11,994,479.10",RON,Offline,NU,NU,45233139-3,Lucrari de intretinere a drumurilor nationale (Rev.2)
2928,135892,23.05.2012 15:14,"Institutul de Boli Infectioase ""Prof. Dr. Matei Bals""",9524980,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"550,000.00",RON,Offline,NU,NU,30197643-5,Hartie pentru fotocopiatoare (Rev.2)
2929,135860,23.05.2012 15:14,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"778,191.22",RON,Offline,NU,NU,45442180-2,Lucrari de revopsire (Rev.2)
2930,135835,23.05.2012 15:27,"Ministerul Mediului, Apelor si Padurilor",16335444,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"161,290.32",RON,Offline,NU,NU,73110000-6,Servicii de cercetare (Rev.2)
2931,135819,23.05.2012 15:31,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"270,161.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
2932,135838,23.05.2012 15:33,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"130,410.00",RON,Offline,NU,NU,45234115-5,Lucrari de semnalizare feroviara (Rev.2)
2933,135815,23.05.2012 15:35,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"414,423.01",RON,Offline,NU,NU,44531510-9,Bolturi si suruburi (Rev.2)
2934,135854,23.05.2012 15:38,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"235,200.00",RON,Offline,NU,NU,34630000-2,Piese pentru locomotive sau material rulant feroviar sau de tramvai; echipament pentru controlul traficului feroviar (Rev.2)
2935,135858,23.05.2012 15:40,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"32,610.00",RON,Online,NU,NU,34351100-3,Pneuri pentru autovehicule (Rev.2)
2936,135859,23.05.2012 15:41,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"52,026.00",RON,Online,NU,NU,16810000-6,Piese pentru utilaje agricole (Rev.2)
2937,135855,23.05.2012 15:42,Societatea Nationala NUCLEARELECTRICA S.A.,10874881,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"107,427.00",EUR,Offline,NU,NU,42514310-8,Filtre de aer (Rev.2)
2938,135847,23.05.2012 15:43,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"160,000.00",RON,Offline,NU,NU,77312000-0,Servicii de inlaturare a buruienilor (Rev.2)
2939,135814,23.05.2012 15:53,SOCIETATEA NATIONALA A LIGNITULUI OLTENIA S.A. TG-JIU,RO16306589,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"72,146.81",RON,Offline,NU,NU,31224100-3,Fise si prize (Rev.2)
2940,135865,23.05.2012 15:55,"SNTFC ""CFR CALATORI"" S.A.",RO 11054545,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"465,000.00",RON,Offline,NU,NU,22992000-0,Hartie sau carton prelucrate manual (Rev.2)
2941,135827,23.05.2012 16:07,Complexul Energetic Turceni S.A.,R 16302447,Gorj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"128,420.00",RON,Offline,NU,NU,31161700-9,Piese pentru generatoare de aburi (Rev.2)
2942,135842,23.05.2012 16:09,SALUBRIS S.A. Iasi,RO 14816433,Iasi,Furnizare,NU,Negociere,Pretul cel mai scazut,"360,000.00",RON,Offline,NU,NU,34913000-0,Diverse piese de schimb (Rev.2)
2943,135818,23.05.2012 16:12,COMPANIA NATIONALA A HUILEI SA,R2135187,Hunedoara,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"104,565.00",RON,Offline,NU,NU,50531300-9,Servicii de reparare si de intretinere a compresoarelor (Rev.2)
2944,135846,23.05.2012 16:20,MONITORUL OFICIAL R.A.,RO427282,Bucuresti,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"70,000.00",EUR,Offline,NU,NU,42991100-0,Masini de legat carti (Rev.2)
2945,135833,23.05.2012 16:22,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"4,057.19",RON,Offline,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
2946,135857,23.05.2012 16:25,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"137,788.50",RON,Offline,NU,NU,32354100-0,Filme pentru radiologii (Rev.2)
2947,135820,23.05.2012 16:27,CN Aeroporturi Bucuresti SA,RO26490194,Ilfov,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"379,476.00",EUR,Offline,NU,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
2948,135817,24.05.2012 01:30,JUDETUL SALAJ,4494764,Salaj,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,632,835.00",RON,Offline,DA,DA,44613000-0,Containere de mari dimensiuni (Rev.2)
2949,135837,24.05.2012 01:30,Spitalul Clinic Judetean de Urgenta Targu.Mures,4323209,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"67,699,841.14",RON,Offline,DA,NU,33100000-1,Echipamente medicale (Rev.2)
2950,135832,24.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"2,778,245.49",RON,Offline,DA,NU,33692400-1,Solutii pentru perfuzii (Rev.2)
2951,135809,24.05.2012 01:30,AGENTIA DE PLATI SI INTERVENTIE PENTRU AGRICULTURA,16517187,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"29,586,758.41",RON,Online,DA,DA,15612210-6,Faina de porumb (Rev.2)
2952,135823,24.05.2012 01:30,Municipiul Iasi,4541580,Iasi,Furnizare,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"1,593,427.00",RON,Offline,DA,NU,34121100-2,Autobuze publice (Rev.2)
2953,135824,24.05.2012 01:30,JUDETUL BOTOSANI,3372955,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"7,133,141.78",RON,Offline,DA,DA,42416100-6,Ascensoare (Rev.2)
2954,135875,24.05.2012 01:30,"Spitalul Universitar de Urgenta Militar Central ""Dr. Carol Davila""",4364594,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,391,388.00",RON,Offline,DA,NU,03221000-6,Legume (Rev.2)
2955,135841,24.05.2012 01:30,INSTITUTUL NATIONAL DE HEMATOLOGIE  TRANSFUZIONALA Prof.Dr.C.T.Nicolau,4602092,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"12,804,693.00",RON,Online,DA,NU,33690000-3,Diverse medicamente (Rev.2)
2956,135826,24.05.2012 01:30,MUNICIPIUL BRASOV,4384206,Brasov,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"700,000.00",RON,Offline,DA,DA,72413000-8,Servicii de proiectare de site-uri WWW (World Wide Web) (Rev.2)
2957,135849,24.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"941,515.20",RON,Offline,DA,NU,33692500-2,Solutii injectabile (Rev.2)
2958,135885,24.05.2012 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,350,142.07",RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
2959,135852,24.05.2012 01:30,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI SECTOR 6,17300924,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,071,020.00",RON,Offline,DA,NU,15110000-2,Carne (Rev.2)
2960,135886,24.05.2012 01:30,Spitalul Clinic de Urgenta Bucuresti,4505332,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,449,126.00",RON,Offline,DA,NU,33140000-3,Consumabile medicale (Rev.2)
2961,135899,24.05.2012 01:30,COMPANIA NATIONALA DE AUTOSTRAZI SI DRUMURI NATIONALE DIN ROMANIA SA,16054368,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"19,022,484.00",RON,Offline,DA,NU,34928110-2,Parapete rutiere (Rev.2)
2962,135848,24.05.2012 01:30,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"1,844,738.00",RON,Online,DA,NU,43200000-5,"Utilaje pentru terasamente, utilaje de excavare si piese ale acestora (Rev.2)"
2963,135902,24.05.2012 01:30,MUNICIPIUL MEDGIDIA,4301456,Constanta,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,332,796.00",RON,Offline,DA,DA,32323500-8,Sistem video de supraveghere (Rev.2)
2964,135843,24.05.2012 01:30,SPITALUL JUDETEAN DE URGENTA BACAU,4278728,Bacau,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"637,038.07",RON,Offline,DA,NU,33692210-2,Solutii pentru nutritie parenterala (Rev.2)
2965,135825,24.05.2012 01:30,Spitalul General C.F. nr. 2 Bucuresti,4505316,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"10,540,860.00",RON,Offline,DA,NU,33141121-4,Suturi chirurgicale (Rev.2)
2966,135828,24.05.2012 01:30,Regia Autonoma Administratia Patrimoniului Protocolului de Stat Bucuresti,RO 2351555,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,750,000.00",RON,Offline,DA,NU,09100000-0,Combustibili (Rev.2)
2967,135862,24.05.2012 01:30,AQUABIS BISTRITA-NASAUD,RO 566787,Bistrita-Nasaud,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"59,377,376.00",RON,Offline,DA,DA,45232150-8,Lucrari pentru conducte de alimentare cu apa (Rev.2)
2968,135887,24.05.2012 10:12,COMPLEXUL ENERGETIC CRAIOVA,R16299139,Dolj,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"375,000.00",RON,Offline,NU,NU,42990000-2,Diverse utilaje cu utilizare speciala (Rev.2)
2969,135845,24.05.2012 15:15,COMUNA BAITA (Consiliul Local al Comunei Baita),4374024,Hunedoara,Servicii,NU,Negociere,Pretul cel mai scazut,"110,000.00",RON,Offline,NU,DA,66113000-5,Servicii de acordare de credit (Rev.2)
2970,135932,24.05.2012 15:20,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"2,014,187.79",RON,Offline,NU,NU,45234100-7,Lucrari de constructii de cai ferate (Rev.2)
2971,135950,24.05.2012 15:20,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"509,124.72",RON,Online,NU,NU,33622100-7,Medicamente utilizate in cardiologie (Rev.2)
2972,135952,24.05.2012 15:23,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"449,674.90",RON,Online,NU,NU,33661100-2,Anestezice (Rev.2)
2973,135927,24.05.2012 15:49,"Spitalul Clinic Judetean de Urgenta""Sfantul Apostol Andrei""",3126853,Galati,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"101,404.00",RON,Online,NU,NU,33696500-0,Reactivi de laborator (Rev.2)
2974,135884,24.05.2012 15:50,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"400,000.00",RON,Offline,NU,NU,90511200-4,Servicii de colectare a gunoiului menajer (Rev.2)
2975,135883,24.05.2012 15:52,"Compania Nationala de Cai Ferate ""CFR"" - SA",RO 11054529,Bucuresti,Lucrari,DA,Licitatie deschisa,Pretul cel mai scazut,"2,645,161.29",RON,Offline,NU,NU,45112500-0,Lucrari de terasament (Rev.2)
2976,135874,24.05.2012 15:52,Regia Autonoma de Transport Bucuresti,1589886,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"242,480.00",RON,Offline,NU,NU,34322000-0,Frane si piese pentru frane (Rev.2)
2977,135889,24.05.2012 15:55,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"327,706.00",RON,Online,NU,NU,22800000-8,"Registre, registre contabile, clasoare, formulare si alte articole imprimate de papetarie din hartie sau din carton (Rev.2)"
2978,135909,24.05.2012 15:56,REGIA NATIONALA A PADURILOR - ROMSILVA RA,RO1590120,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"82,000.00",RON,Online,NU,NU,50246300-4,Servicii de reparare si de intretinere a structurilor plutitoare (Rev.2)
2979,135895,24.05.2012 16:21,SPITALUL JUDETEAN SATU MARE,3963722,Satu Mare,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"289,100.16",RON,Online,NU,NU,33622100-7,Medicamente utilizate in cardiologie (Rev.2)
2980,135867,24.05.2012 16:23,"COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE ""TRANSELECTRICA"" S.A.",RO 13328043,Bucuresti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"30,000.00",RON,Offline,NU,NU,71323100-9,Servicii de proiectare a sistemelor de energie electrica (Rev.2)
2981,135951,24.05.2012 16:26,"Institutul de Boli Cardiovasculare ""Prof.Dr.C.C. Iliescu""",4203628,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"483,108.24",RON,Online,NU,NU,33621100-0,Antitrombotice (Rev.2)
2982,135851,24.05.2012 16:30,REGIA AUTONOMA PENTRU ACTIVITATI NUCLEARE,RO10882752,Mehedinti,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"964,214.16",RON,Offline,NU,NU,50221000-0,Servicii de reparare si de intretinere a locomotivelor (Rev.2)
2983,135891,24.05.2012 16:41,"Spitalul Municipal "" DR. AUREL TULBURE"" Fagaras",4384389,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"529,169.45",RON,Online,NU,NU,33600000-6,Produse farmaceutice (Rev.2)
2984,135963,24.05.2012 16:46,C.N.POSTA ROMANA S.A.,RO 427410,Bucuresti,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"239,050.00",RON,Online,NU,NU,22610000-9,Cerneala tipografica (Rev.2)
2985,135917,24.05.2012 16:50,Societatea Nationala de Gaze Naturale Romgaz S.A.,RO 14056826,Sibiu,Furnizare,DA,Licitatie deschisa,Pretul cel mai scazut,"525,700.00",RON,Offline,NU,NU,24958000-4,Produse chimice pentru industria petrolului si a gazelor (Rev.2)
2986,135878,25.05.2012 01:30,Serviciul de Telecomunicatii Speciale - U.M. 0319 Bucuresti,RO14142897,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,152,204.00",RON,Offline,DA,NU,32570000-9,Echipament de comunicatii (Rev.2)
2987,135856,25.05.2012 01:30,ELECTRICA S.A.,RO  13267221,Bucuresti,Furnizare,DA,Negociere,Pretul cel mai scazut,"80,421,611.00",RON,Offline,DA,NU,38552000-9,Contoare electronice (Rev.2)
2988,135907,25.05.2012 01:30,INSTITUTUL NATIONAL DE HEMATOLOGIE  TRANSFUZIONALA Prof.Dr.C.T.Nicolau,4602092,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"720,000.00",RON,Offline,DA,NU,90900000-6,Servicii de curatenie si igienizare (Rev.2)
2989,135915,25.05.2012 01:30,AGENTIA DE PLATI SI INTERVENTIE PENTRU AGRICULTURA,16517187,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"86,625,516.52",RON,Online,DA,DA,15411200-4,Ulei pentru gatit (Rev.2)
2990,135901,25.05.2012 01:30,CONPET SA PLOIESTI,RO 1350020,Prahova,Servicii,DA,Licitatie deschisa,Pretul cel mai scazut,"2,118,576.00",RON,Offline,DA,NU,71322200-3,Servicii de proiectare a conductelor (Rev.2)
2991,135890,25.05.2012 01:30,Agentia pentru Finantarea Investitiilor Rurale,13533790,Bucuresti,Servicii,NU,Licitatie deschisa,Oferta cea mai avantajoasa d.p.d.v. economic,"38,787,197.39",RON,Offline,DA,DA,72212331-8,Servicii de dezvoltare de software pentru gestionarea proiectelor (Rev.2)
2992,135905,25.05.2012 01:30,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"918,727.00",RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
2993,135863,25.05.2012 01:30,SPITALUL JUDETEAN - TR. SEVERIN,4222239,Mehedinti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"1,434,362.00",RON,Online,DA,NU,33696500-0,Reactivi de laborator (Rev.2)
2994,135871,25.05.2012 01:30,Spitalul Clinic Dr. I. Cantacuzino,4203490,Bucuresti,Servicii,NU,Licitatie deschisa,Pretul cel mai scazut,"777,600.00",RON,Offline,DA,NU,90524200-8,Servicii de eliminare a deseurilor spitalicesti (Rev.2)
2995,135903,25.05.2012 01:30,SPITALUL CLINIC JUDETEAN DE URGENTA BRASOV,4384117,Brasov,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"5,522,927.09",RON,Online,DA,NU,33652100-6,Antineoplazice (Rev.2)
2996,135896,25.05.2012 01:30,Centrul de Oncologie Euroclinic S. R. L.,16658844,Iasi,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"49,268,003.20",RON,Offline,DA,NU,33652100-6,Antineoplazice (Rev.2)
2997,135929,25.05.2012 01:30,INSPECTORATUL DE POLITIE JUDETEAN BOTOSANI,4524865,Botosani,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"8,596,452.00",RON,Online,DA,NU,09132100-4,Benzina fara plumb (Rev.2)
2998,135831,25.05.2012 01:30,SPITALUL CLINIC JUDETEAN MURES,24014380,Mures,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"6,111,531.68",RON,Offline,DA,NU,33651400-2,Antivirale pentru uz sistemic (Rev.2)
2999,135864,25.05.2012 01:30,SPITALUL UNIVERSITAR DE URGENTA ELIAS,4192537,Bucuresti,Furnizare,NU,Licitatie deschisa,Pretul cel mai scazut,"3,670,317.86",RON,Online,DA,NU,33600000-6,Produse farmaceutice (Rev.2)
3000,135925,25.05.2012 01:30,SERVICIUL DE AMBULANTA JUDETEAN BRASOV,7661840,Brasov,Servicii,NU,Negociere,Pretul cel mai scazut,"1,112,322.00",RON,Offline,DA,NU,50110000-9,Servicii de reparare si de intretinere a autovehiculelor si a echipamentelor conexe (Rev.2)
